scheduleId,initialized,revocable,revoked,beneficiary,cliff,start,duration,slicePeriodSeconds,amountTotal,immediatelyReleasableAmount,released,staked,withdrawn,left,rewardsPaid
0xe915f7ef05fe0bc0021532b3083d78f73b1da73e48abf828c68be9670da73808,true,true,false,0x2ae676F9E38dFBea139A1d821B9108EdD4503f12,1652630400,1644854400,62208000,1,6666667000000000000000000,666667000000000000000000,2643108688712522045855379,0,0,0,0
0x4ef6be18ae79c50b9abc17de75f5ca691482f3ad09bd5fcf90b088915bd4115f,true,true,false,0xE244fe2e464FB72963a75B150646A29Bf4398c3D,1652630400,1644854400,62208000,1,2500000000000000000000000,250000000000000000000000,250000000000000000000000,0,0,0,0
0xd0873e022c626c45519e020d11dbf640fd3416c9a6cfeec3592ab6fc4580ae98,true,true,false,0xAD5ea0a1EB370BaA037C6F7708CF7BB31672Eb08,1652630400,1644854400,62208000,1,2500000000000000000000000,250000000000000000000000,424988591269841269841269,250005000000000000000000,250005000000000000000000,0,47403100738825584340070
0x3427b94ded4c780ca4048c8fca2cc9b7c97468c5e6a40d19ae689d4af0637c80,true,true,false,0x73722D2eD9b014F554FE126584577B15E9F61e7f,1652630400,1644854400,62208000,1,800000000000000000000000,80000000000000000000000,169717592592592592592592,0,0,0,0
0x0a6c590bf70d61f01f793c9aaafa55ab164a0c02f71fb29fff6e2e43835e65ba,true,true,false,0xFB2A6971eA792AB5c1b1C149828ef63F1d6d2Fb6,1652630400,1644854400,62208000,1,2500000000000000000000000,250000000000000000000000,574157283399470899470899,0,0,0,0
0x9c360da0ecda0fe30e3519f81671ec66cdea4ea19ba3602219c16aa1e6e21881,true,true,false,0xA0d40C1725f996b41b1638D08ee92509d7bD04E9,1652630400,1644854400,62208000,1,2500000000000000000000000,250000000000000000000000,250000000000000000000000,250005000000000000000000,0,250005000000000000000000,0
0x750b3ef25ea27f7f8945bd1a0708d4bd6c2501347056f37e187ae17040e23deb,true,true,false,0x4d52eB28d90cae7d35E6f768B77FEF58E869E3FF,1652630400,1644854400,62208000,1,10000000000000000000000000,1000000000000000000000000,0,0,0,0,0
0x3d47563855f2102792a513dca6c629ff416becd0ae024da0abbfabbad16e389b,true,true,false,0x592449892040519aCA4872dFFFF3f13C0f6b3AEb,1652630400,1644854400,62208000,1,62500000000000000000000000,6250000000000000000000000,6250000000000000000000000,6250005000000000000000000,0,6250005000000000000000000,789822731960706482421120
0xd9a0f56a3174e9e70886a69225a64caec6263f97b70dd2c7f086d8aab436a99c,true,true,false,0x62126CE9a4C0190bfadfF1E624BDF106eBbA9e6b,1652630400,1644854400,62208000,1,5000000000000000000000000,500000000000000000000000,500000000000000000000000,0,0,0,0
0x41bb0de85d9f03a62d211a0e16b45f2e184f7a4b6c080b586ddbd36892d7a4c3,true,true,false,0x8D365687a75DC7688864822869ae0551Bb6fc105,1652630400,1644854400,62208000,1,5000000000000000000000000,500000000000000000000000,500000000000000000000000,0,0,0,0
0xe6bb027b653813ba27c059b3f03f1bb892451d5b9b415fa1843d04b86df07e26,true,true,false,0x08AAE6A5979625F2173f1C31A3417251B2386777,1652630400,1644854400,62208000,1,10000000000000000000000000,1000000000000000000000000,4542577215608465608465608,0,0,0,0
0x3261fec48391f6a3dd443e983942da7acbb58f3003894db0fced675962b573e6,true,true,false,0x1894511ff210E7829D4E432a7506a2490022E2E1,1652630400,1644854400,62208000,1,1333333000000000000000000,133334000000000000000000,133334000000000000000000,0,0,0,0
0xa5a6a4eafe7ef46365f5d883607d4f66aa445d8626e30bb0bb33dd99cd45bef3,true,true,false,0x641288dA1d32B036e89267D3298A5ab9607bA7b0,1652630400,1644854400,62208000,1,5000000000000000000000000,500000000000000000000000,1963902695105820105820105,0,0,0,0
0x98bc14baba3c99d73aa538cc864add0d6c877d94dc643ece18ae9af6fb8741d3,true,true,false,0x6B7F8019390Aa85b4A8679f963295D568098Cf51,1652630400,1644854400,62208000,1,1000000000000000000000000,100000000000000000000000,316333515211640211640211,0,0,0,0
0x1cfc7278d92197fc98e3e73c7219af9cbd80d7bf0e47be97b4202c5c74e31c87,true,true,false,0x02220Be252cbC948B564e4f85DB988C88AcCe514,1652630400,1644854400,62208000,1,33333333000000000000000000,3333334000000000000000000,8429924438579254850088183,0,0,0,0
0x5db734e3584e18a4ebd73dccbc04b93dcb60f2686e51bdd4dff7f99ea123e104,true,true,false,0x538F8BC96478D0d8a73448f4016217Dee23457dc,1652630400,1644854400,62208000,1,66666667000000000000000000,6666667000000000000000000,30291546850088183421516754,0,0,0,0
